Frequency (eV),Frequency (meV),vDOS Room Temperature,Frequency (eV),Frequency (meV),vDOS Cryo Temperature
0.0080652,8.0652,57.7622,0.0080652,8.0652,23.047
0.008272,8.272,61.2328,0.008272,8.272,24.473
0.0084788,8.4788,62.9436,0.0084788,8.4788,26.428
0.0086855,8.6855,51.9424,0.0086855,8.6855,22.082
0.0088923,8.8923,56.7472,0.0088923,8.8923,24.563
0.0090991,9.0991,56.9796,0.0090991,9.0991,27.546
0.0093059,9.3059,62.6706,0.0093059,9.3059,25.426
0.0095127,9.5127,63.5176,0.0095127,9.5127,21.757
0.0097195,9.7195,63.113,0.0097195,9.7195,23.995
0.0099263,9.9263,65.9704,0.0099263,9.9263,24.368
0.010133,10.133,60.1912,0.010133,10.133,25.04
0.01034,10.34,61.251,0.01034,10.34,25.072
0.010547,10.547,61.7116,0.010547,10.547,22.634
0.010754,10.754,60.1856,0.010754,10.754,19.118
0.01096,10.96,58.9466,0.01096,10.96,22.139
0.011167,11.167,59.1678,0.011167,11.167,22.178
0.011374,11.374,60.1156,0.011374,11.374,23.191
0.011581,11.581,65.038,0.011581,11.581,18.951
0.011788,11.788,67.7764,0.011788,11.788,20.314
0.011994,11.994,62.1624,0.011994,11.994,22.255
0.012201,12.201,58.0492,0.012201,12.201,22.608
0.012408,12.408,57.8868,0.012408,12.408,24.032
0.012615,12.615,58.675,0.012615,12.615,22.296
0.012822,12.822,61.0074,0.012822,12.822,25.049
0.013028,13.028,59.9644,0.013028,13.028,22.725
0.013235,13.235,54.4064,0.013235,13.235,24.424
0.013442,13.442,60.0806,0.013442,13.442,24.409
0.013649,13.649,61.7494,0.013649,13.649,20.711
0.013856,13.856,55.5558,0.013856,13.856,20.96
0.014062,14.062,56.1956,0.014062,14.062,19.776
0.014269,14.269,65.129,0.014269,14.269,18.01
0.014476,14.476,66.6452,0.014476,14.476,25.084
0.014683,14.683,57.6152,0.014683,14.683,26.292
0.01489,14.89,59.0404,0.01489,14.89,21.968
0.015096,15.096,60.6168,0.015096,15.096,20.849
0.015303,15.303,68.5408,0.015303,15.303,19.547
0.01551,15.51,68.6346,0.01551,15.51,19.554
0.015717,15.717,65.0912,0.015717,15.717,23.1
0.015924,15.924,62.2534,0.015924,15.924,22.834
0.01613,16.13,65.5042,0.01613,16.13,21.245
0.016337,16.337,69.5026,0.016337,16.337,23.222
0.016544,16.544,67.2136,0.016544,16.544,26.534
0.016751,16.751,59.6228,0.016751,16.751,25.733
0.016958,16.958,65.0604,0.016958,16.958,27.733
0.017164,17.164,60.5384,0.017164,17.164,23.606
0.017371,17.371,59.7124,0.017371,17.371,23.493
0.017578,17.578,67.411,0.017578,17.578,25.812
0.017785,17.785,67.978,0.017785,17.785,26.105
0.017991,17.991,70.071,0.017991,17.991,26.887
0.018198,18.198,73.5276,0.018198,18.198,26.535
0.018405,18.405,68.0956,0.018405,18.405,25.558
0.018612,18.612,61.8026,0.018612,18.612,24.29
0.018819,18.819,61.3854,0.018819,18.819,28.413
0.019025,19.025,62.5376,0.019025,19.025,28.178
0.019232,19.232,60.3354,0.019232,19.232,22.361
0.019439,19.439,55.609,0.019439,19.439,27.35
0.019646,19.646,62.7364,0.019646,19.646,28.295
0.019853,19.853,71.2176,0.019853,19.853,24.468
0.020059,20.059,66.9154,0.020059,20.059,24.625
0.020266,20.266,62.882,0.020266,20.266,27.174
0.020473,20.473,62.735,0.020473,20.473,27.628
0.02068,20.68,61.601,0.02068,20.68,26.047
0.020887,20.887,61.0256,0.020887,20.887,27.442
0.021093,21.093,71.0454,0.021093,21.093,26.505
0.0213,21.3,70.6884,0.0213,21.3,27.784
0.021507,21.507,72.7128,0.021507,21.507,24.28
0.021714,21.714,70.8606,0.021714,21.714,24.431
0.021921,21.921,62.9814,0.021921,21.921,26.692
0.022127,22.127,73.3848,0.022127,22.127,26.18
0.022334,22.334,75.7942,0.022334,22.334,25.788
0.022541,22.541,78.31,0.022541,22.541,25.718
0.022748,22.748,75.2664,0.022748,22.748,29.052
0.022955,22.955,74.3452,0.022955,22.955,26.171
0.023161,23.161,76.7392,0.023161,23.161,28.001
0.023368,23.368,69.2156,0.023368,23.368,25.998
0.023575,23.575,68.4512,0.023575,23.575,25.398
0.023782,23.782,71.8308,0.023782,23.782,27.466
0.023989,23.989,80.9434,0.023989,23.989,26.301
0.024195,24.195,72.4902,0.024195,24.195,29.978
0.024402,24.402,72.0436,0.024402,24.402,31.079
0.024609,24.609,81.7582,0.024609,24.609,28.792
0.024816,24.816,73.6382,0.024816,24.816,30.324
0.025023,25.023,79.605,0.025023,25.023,27.449
0.025229,25.229,86.6274,0.025229,25.229,29.999
0.025436,25.436,81.6406,0.025436,25.436,31.14
0.025643,25.643,76.252,0.025643,25.643,30.323
0.02585,25.85,75.6332,0.02585,25.85,27.676
0.026057,26.057,76.0056,0.026057,26.057,25.474
0.026263,26.263,70.393,0.026263,26.263,26.217
0.02647,26.47,65.4272,0.02647,26.47,32.418
0.026677,26.677,77.7794,0.026677,26.677,33.727
0.026884,26.884,91.085,0.026884,26.884,30.028
0.027091,27.091,83.6622,0.027091,27.091,31.457
0.027297,27.297,74.8324,0.027297,27.297,30.269
0.027504,27.504,71.5886,0.027504,27.504,27.429
0.027711,27.711,65.6498,0.027711,27.711,26.803
0.027918,27.918,75.594,0.027918,27.918,31.237
0.028125,28.125,83.1232,0.028125,28.125,35.527
0.028331,28.331,82.979,0.028331,28.331,33.115
0.028538,28.538,84.6506,0.028538,28.538,29.231
0.028745,28.745,92.1672,0.028745,28.745,29.526
0.028952,28.952,86.1934,0.028952,28.952,30.136
0.029159,29.159,85.8322,0.029159,29.159,31.551
0.029365,29.365,74.824,0.029365,29.365,34.921
0.029572,29.572,66.3358,0.029572,29.572,33.79
0.029779,29.779,76.9744,0.029779,29.779,33.728
0.029986,29.986,74.6518,0.029986,29.986,34.159
0.030193,30.193,85.4836,0.030193,30.193,29.972
0.030399,30.399,96.643,0.030399,30.399,26.124
0.030606,30.606,88.3144,0.030606,30.606,29.928
0.030813,30.813,90.8134,0.030813,30.813,33.715
0.03102,31.02,86.8794,0.03102,31.02,29.514
0.031227,31.227,94.9784,0.031227,31.227,30.447
0.031433,31.433,94.1188,0.031433,31.433,31.776
0.03164,31.64,82.3602,0.03164,31.64,33.769
0.031847,31.847,87.9714,0.031847,31.847,29.041
0.032054,32.054,90.6174,0.032054,32.054,30.97
0.032261,32.261,69.7084,0.032261,32.261,31.565
0.032467,32.467,74.4586,0.032467,32.467,31.121
0.032674,32.674,84.3972,0.032674,32.674,27.723
0.032881,32.881,84.75,0.032881,32.881,31.439
0.033088,33.088,87.4086,0.033088,33.088,28.795
0.033295,33.295,83.4102,0.033295,33.295,30.678
0.033501,33.501,80.7698,0.033501,33.501,30.952
0.033708,33.708,79.0142,0.033708,33.708,32.392
0.033915,33.915,84.9068,0.033915,33.915,37.23
0.034122,34.122,84.6352,0.034122,34.122,35.087
0.034329,34.329,83.9198,0.034329,34.329,32.963
0.034535,34.535,89.3014,0.034535,34.535,29.685
0.034742,34.742,87.3708,0.034742,34.742,37.364
0.034949,34.949,81.5818,0.034949,34.949,33.192
0.035156,35.156,86.5196,0.035156,35.156,29.94
0.035363,35.363,87.3106,0.035363,35.363,31.527
0.035569,35.569,82.755,0.035569,35.569,34.968
0.035776,35.776,83.1624,0.035776,35.776,30.254
0.035983,35.983,86.3922,0.035983,35.983,31.004
0.03619,36.19,78.394,0.03619,36.19,29.209
0.036397,36.397,76.9282,0.036397,36.397,34.614
0.036603,36.603,78.9778,0.036603,36.603,33.824
0.03681,36.81,81.0484,0.03681,36.81,35.371
0.037017,37.017,82.5954,0.037017,37.017,37.394
0.037224,37.224,87.5388,0.037224,37.224,37.806
0.037431,37.431,76.469,0.037431,37.431,31.937
0.037637,37.637,69.3374,0.037637,37.637,33.765
0.037844,37.844,75.5156,0.037844,37.844,32.892
0.038051,38.051,80.4674,0.038051,38.051,24.93
0.038258,38.258,75.2286,0.038258,38.258,30.34
0.038465,38.465,81.1688,0.038465,38.465,31.374
0.038671,38.671,99.184,0.038671,38.671,31.539
0.038878,38.878,85.6824,0.038878,38.878,31.04
0.039085,39.085,81.4684,0.039085,39.085,35.511
0.039292,39.292,81.2808,0.039292,39.292,35.794
0.039499,39.499,81.4124,0.039499,39.499,37.095
0.039705,39.705,84.421,0.039705,39.705,31.646
0.039912,39.912,72.675,0.039912,39.912,32.058
0.040119,40.119,70.5974,0.040119,40.119,28.812
0.040326,40.326,67.4908,0.040326,40.326,31.181
0.040533,40.533,66.1916,0.040533,40.533,31.363
0.040739,40.739,75.9636,0.040739,40.739,32.494
0.040946,40.946,88.425,0.040946,40.946,27.284
0.041153,41.153,82.7676,0.041153,41.153,27.055
0.04136,41.36,78.6236,0.04136,41.36,30.555
0.041567,41.567,83.4312,0.041567,41.567,28.337
0.041773,41.773,74.3816,0.041773,41.773,28.81
0.04198,41.98,64.8574,0.04198,41.98,35.52
0.042187,42.187,76.3654,0.042187,42.187,34.447
0.042394,42.394,83.4578,0.042394,42.394,36.515
0.042601,42.601,83.6132,0.042601,42.601,34.761
0.042807,42.807,79.7674,0.042807,42.807,30.594
0.043014,43.014,72.3054,0.043014,43.014,33.11
0.043221,43.221,79.5966,0.043221,43.221,31.251
0.043428,43.428,74.425,0.043428,43.428,33.906
0.043635,43.635,67.0498,0.043635,43.635,31.778
0.043841,43.841,76.616,0.043841,43.841,29.334
0.044048,44.048,80.3274,0.044048,44.048,25.468
0.044255,44.255,72.9942,0.044255,44.255,27.957
0.044462,44.462,71.5956,0.044462,44.462,37.184
0.044669,44.669,70.813,0.044669,44.669,33.685
0.044875,44.875,78.0944,0.044875,44.875,29.389
0.045082,45.082,75.5758,0.045082,45.082,34.598
0.045289,45.289,69.0336,0.045289,45.289,31.403
0.045496,45.496,70.9684,0.045496,45.496,27.964
0.045703,45.703,69.0238,0.045703,45.703,35.801
0.045909,45.909,65.4972,0.045909,45.909,37.839
0.046116,46.116,67.3774,0.046116,46.116,32.121
0.046323,46.323,73.6312,0.046323,46.323,31.287
0.04653,46.53,73.0936,0.04653,46.53,32.495
0.046737,46.737,65.5826,0.046737,46.737,34.571
0.046943,46.943,65.1766,0.046943,46.943,33.662
0.04715,47.15,71.4822,0.04715,47.15,31.793
0.047357,47.357,67.3914,0.047357,47.357,29.253
0.047564,47.564,64.877,0.047564,47.564,33.792
0.047771,47.771,71.6404,0.047771,47.771,34.458
0.047977,47.977,66.5122,0.047977,47.977,34.223
0.048184,48.184,67.1954,0.048184,48.184,35.124
0.048391,48.391,77.6366,0.048391,48.391,35.282
0.048598,48.598,63.5834,0.048598,48.598,31.226
0.048805,48.805,66.1104,0.048805,48.805,25.746
0.049011,49.011,75.0662,0.049011,49.011,29.085
0.049218,49.218,68.1838,0.049218,49.218,25.939
0.049425,49.425,70.7024,0.049425,49.425,26.977
0.049632,49.632,72.7744,0.049632,49.632,31.446
0.049839,49.839,71.5536,0.049839,49.839,30.98
0.050045,50.045,69.0896,0.050045,50.045,34.704
0.050252,50.252,67.7204,0.050252,50.252,35.093
0.050459,50.459,65.122,0.050459,50.459,30.617
0.050666,50.666,64.674,0.050666,50.666,29.074
0.050873,50.873,66.6172,0.050873,50.873,31.348
0.051079,51.079,64.674,0.051079,51.079,33.839
0.051286,51.286,64.7608,0.051286,51.286,31.535
0.051493,51.493,66.0292,0.051493,51.493,32.618
0.0517,51.7,66.6522,0.0517,51.7,31.616
0.051906,51.906,60.376,0.051906,51.906,30.034
0.052113,52.113,61.4918,0.052113,52.113,32.489
0.05232,52.32,56.386,0.05232,52.32,28.427
0.052527,52.527,63.3902,0.052527,52.527,25.427
0.052734,52.734,69.483,0.052734,52.734,27.397
0.05294,52.94,64.184,0.05294,52.94,27.371
0.053147,53.147,63.9796,0.053147,53.147,32.64
0.053354,53.354,63.7234,0.053354,53.354,32.83
0.053561,53.561,66.0866,0.053561,53.561,26.935
0.053768,53.768,53.9864,0.053768,53.768,27.015
0.053974,53.974,53.2906,0.053974,53.974,27.509
0.054181,54.181,61.3616,0.054181,54.181,29.362
0.054388,54.388,64.3548,0.054388,54.388,33.472
0.054595,54.595,57.6614,0.054595,54.595,29.647
0.054802,54.802,58.5812,0.054802,54.802,27.24
0.055008,55.008,66.2378,0.055008,55.008,31.029
0.055215,55.215,60.4992,0.055215,55.215,32.181
0.055422,55.422,54.349,0.055422,55.422,31.444
0.055629,55.629,59.4996,0.055629,55.629,34.989
0.055836,55.836,59.0054,0.055836,55.836,31.01
0.056042,56.042,59.4464,0.056042,56.042,28.596
0.056249,56.249,55.9646,0.056249,56.249,28.524
0.056456,56.456,53.2248,0.056456,56.456,32.942
0.056663,56.663,54.3182,0.056663,56.663,32.477
0.05687,56.87,54.7312,0.05687,56.87,26.625
0.057076,57.076,56.4168,0.057076,57.076,26.852
0.057283,57.283,57.4892,0.057283,57.283,26.163
0.05749,57.49,61.2958,0.05749,57.49,26.199
0.057697,57.697,59.0684,0.057697,57.697,29.999
0.057904,57.904,57.1574,0.057904,57.904,27.171
0.05811,58.11,57.674,0.05811,58.11,28.3
0.058317,58.317,52.2224,0.058317,58.317,28.095
0.058524,58.524,52.4492,0.058524,58.524,27.902
0.058731,58.731,56.6436,0.058731,58.731,27.281
0.058938,58.938,53.5314,0.058938,58.938,25.887
0.059144,59.144,52.4422,0.059144,59.144,27.288
0.059351,59.351,50.8588,0.059351,59.351,28.663
0.059558,59.558,52.3148,0.059558,59.558,28.28
0.059765,59.765,50.933,0.059765,59.765,25.319
0.059972,59.972,51.8584,0.059972,59.972,26.992
0.060178,60.178,57.4584,0.060178,60.178,26.146
0.060385,60.385,56.9628,0.060385,60.385,27.82
0.060592,60.592,51.3614,0.060592,60.592,27.908
0.060799,60.799,51.1262,0.060799,60.799,27.366
0.061006,61.006,53.1772,0.061006,61.006,27.134
0.061212,61.212,54.9118,0.061212,61.212,25.755
0.061419,61.419,55.4942,0.061419,61.419,25.528
0.061626,61.626,50.8644,0.061626,61.626,26.537
0.061833,61.833,49.2572,0.061833,61.833,27.991
0.06204,62.04,50.7076,0.06204,62.04,23.744
0.062246,62.246,49.316,0.062246,62.246,21.136
0.062453,62.453,52.158,0.062453,62.453,22.855
0.06266,62.66,49.631,0.06266,62.66,24.222
0.062867,62.867,51.311,0.062867,62.867,24.842
0.063074,63.074,54.4876,0.063074,63.074,24.833
0.06328,63.28,54.2776,0.06328,63.28,27.253
0.063487,63.487,52.5038,0.063487,63.487,27.231
0.063694,63.694,46.6448,0.063694,63.694,27.286
0.063901,63.901,46.6112,0.063901,63.901,27.33
0.064108,64.108,47.5394,0.064108,64.108,24.6
0.064314,64.314,50.814,0.064314,64.314,21.75
0.064521,64.521,49.4364,0.064521,64.521,23.516
0.064728,64.728,47.8964,0.064728,64.728,26.549
0.064935,64.935,50.275,0.064935,64.935,22.684
0.065142,65.142,48.9996,0.065142,65.142,23.33
0.065348,65.348,49.12,0.065348,65.348,24.208
0.065555,65.555,48.8288,0.065555,65.555,22.718
0.065762,65.762,49.421,0.065762,65.762,22.665
0.065969,65.969,50.5662,0.065969,65.969,22.999
0.066176,66.176,48.6762,0.066176,66.176,22.166
0.066382,66.382,50.023,0.066382,66.382,24.429
0.066589,66.589,46.033,0.066589,66.589,24.133
0.066796,66.796,47.713,0.066796,66.796,19.824
0.067003,67.003,51.9186,0.067003,67.003,25.287
0.06721,67.21,46.1618,0.06721,67.21,24.935
0.067416,67.416,43.6418,0.067416,67.416,21.634
0.067623,67.623,46.0624,0.067623,67.623,22.563
0.06783,67.83,47.0774,0.06783,67.83,23.44
0.068037,68.037,50.0734,0.068037,68.037,20.898
0.068244,68.244,42.2404,0.068244,68.244,22.282
0.06845,68.45,44.7296,0.06845,68.45,23.667
0.068657,68.657,46.5566,0.068657,68.657,22.556
0.068864,68.864,41.546,0.068864,68.864,24.757
0.069071,69.071,43.9974,0.069071,69.071,24.211
0.069278,69.278,42.3524,0.069278,69.278,22.463
0.069484,69.484,48.0672,0.069484,69.484,23.258
0.069691,69.691,45.2308,0.069691,69.691,24.07
0.069898,69.898,41.651,0.069898,69.898,22.106
0.070105,70.105,38.697,0.070105,70.105,20.95
0.070312,70.312,43.0034,0.070312,70.312,19.604
0.070518,70.518,47.209,0.070518,70.518,21.715
0.070725,70.725,49.3454,0.070725,70.725,22.421
0.070932,70.932,44.2746,0.070932,70.932,20.423
0.071139,71.139,41.5894,0.071139,71.139,19.499
0.071346,71.346,43.0328,0.071346,71.346,19.685
0.071552,71.552,37.9774,0.071552,71.552,17.763
0.071759,71.759,43.9904,0.071759,71.759,18.55
0.071966,71.966,44.0436,0.071966,71.966,19.757
0.072173,72.173,39.2234,0.072173,72.173,18.475
0.07238,72.38,40.7606,0.07238,72.38,17.739
0.072586,72.586,43.7846,0.072586,72.586,18.635
0.072793,72.793,43.3072,0.072793,72.793,19.145
0.073,73,43.7678,0.073,73,18.514
0.073207,73.207,43.9428,0.073207,73.207,19.796
0.073414,73.414,42.925,0.073414,73.414,20.017
0.07362,73.62,42.5302,0.07362,73.62,19.959
0.073827,73.827,41.9996,0.073827,73.827,15.968
0.074034,74.034,43.3296,0.074034,74.034,16.16
0.074241,74.241,38.8636,0.074241,74.241,19.513
0.074448,74.448,42.4938,0.074448,74.448,19.82
0.074654,74.654,42.7136,0.074654,74.654,20.086
0.074861,74.861,38.9532,0.074861,74.861,24.334
0.075068,75.068,41.5068,0.075068,75.068,19.507
0.075275,75.275,43.366,0.075275,75.275,18.182
0.075482,75.482,41.9954,0.075482,75.482,19.096
0.075688,75.688,40.3364,0.075688,75.688,19.116
0.075895,75.895,40.1712,0.075895,75.895,20.605
0.076102,76.102,41.3724,0.076102,76.102,17.235
0.076309,76.309,40.0704,0.076309,76.309,14.95
0.076516,76.516,42.085,0.076516,76.516,16.358
0.076722,76.722,41.3136,0.076722,76.722,18.037
0.076929,76.929,38.7754,0.076929,76.929,19.443
0.077136,77.136,42.6338,0.077136,77.136,17.431
0.077343,77.343,38.3232,0.077343,77.343,17.978
0.07755,77.55,37.6498,0.07755,77.55,16.598
0.077756,77.756,39.5426,0.077756,77.756,18.231
0.077963,77.963,38.3078,0.077963,77.963,18.309
0.07817,78.17,38.1314,0.07817,78.17,16.93
0.078377,78.377,36.555,0.078377,78.377,18.444
0.078584,78.584,34.9646,0.078584,78.584,20.732
0.07879,78.79,38.8706,0.07879,78.79,18.847
0.078997,78.997,36.7622,0.078997,78.997,16.965
0.079204,79.204,38.578,0.079204,79.204,17.716
0.079411,79.411,41.2408,0.079411,79.411,16.704
0.079618,79.618,39.768,0.079618,79.618,20.25
0.079824,79.824,37.9564,0.079824,79.824,20.351
0.080031,80.031,35.9404,0.080031,80.031,20.473
0.080238,80.238,35.393,0.080238,80.238,19.117
0.080445,80.445,37.6988,0.080445,80.445,16.669
0.080652,80.652,39.264,0.080652,80.652,17.644
0.080858,80.858,39.2416,0.080858,80.858,16.56
0.081065,81.065,39.2556,0.081065,81.065,17.642
0.081272,81.272,37.7352,0.081272,81.272,19.229
0.081479,81.479,36.8756,0.081479,81.479,19.713
0.081686,81.686,35.6198,0.081686,81.686,18.835
0.081892,81.892,36.667,0.081892,81.892,14.839
0.082099,82.099,36.8574,0.082099,82.099,18.552
0.082306,82.306,36.2092,0.082306,82.306,17.508
0.082513,82.513,34.4256,0.082513,82.513,18.729
0.08272,82.72,37.0436,0.08272,82.72,17.432
0.082926,82.926,38.179,0.082926,82.926,14.389
0.083133,83.133,35.9838,0.083133,83.133,19.462
0.08334,83.34,37.003,0.08334,83.34,16.563
0.083547,83.547,35.9096,0.083547,83.547,13.355
0.083754,83.754,33.0865,0.083754,83.754,16.414
0.08396,83.96,35.3902,0.08396,83.96,17.12
0.084167,84.167,33.8719,0.084167,84.167,15.213
0.084374,84.374,34.0798,0.084374,84.374,14.616
0.084581,84.581,36.177,0.084581,84.581,13.523
0.084788,84.788,35.2292,0.084788,84.788,15.394
0.084994,84.994,36.6726,0.084994,84.994,15.888
0.085201,85.201,36.7398,0.085201,85.201,15.849
0.085408,85.408,35.5526,0.085408,85.408,15.038
0.085615,85.615,35.5064,0.085615,85.615,16.288
0.085821,85.821,34.3584,0.085821,85.821,16.593
0.086028,86.028,33.4113,0.086028,86.028,17.191
0.086235,86.235,34.0266,0.086235,86.235,15.588
0.086442,86.442,31.35526,0.086442,86.442,15.315
0.086649,86.649,29.41654,0.086649,86.649,14.017
0.086855,86.855,31.04236,0.086855,86.855,15.757
0.087062,87.062,31.38102,0.087062,87.062,16.956
0.087269,87.269,30.76166,0.087269,87.269,12.427
0.087476,87.476,31.67152,0.087476,87.476,12.916
0.087683,87.683,32.586,0.087683,87.683,12.264
0.087889,87.889,33.50006,0.087889,87.889,12.892
0.088096,88.096,32.48744,0.088096,88.096,13.567
0.088303,88.303,31.76518,0.088303,88.303,11.634
0.08851,88.51,32.89176,0.08851,88.51,12.259
0.088717,88.717,33.96318,0.088717,88.717,14.746
0.088923,88.923,33.39716,0.088923,88.923,14.378
0.08913,89.13,33.21432,0.08913,89.13,13.586
0.089337,89.337,32.25952,0.089337,89.337,14.304
0.089544,89.544,30.724,0.089544,89.544,13.306
0.089751,89.751,31.88054,0.089751,89.751,15.687
0.089957,89.957,33.87204,0.089957,89.957,14.779
0.090164,90.164,33.24484,0.090164,90.164,12.006
0.090371,90.371,29.53386,0.090371,90.371,13.852
0.090578,90.578,29.26352,0.090578,90.578,14.126
0.090785,90.785,30.54004,0.090785,90.785,11.926
0.090991,90.991,31.34154,0.090991,90.991,14.408
0.091198,91.198,32.5265,0.091198,91.198,12.419
0.091405,91.405,30.56986,0.091405,91.405,11.697
0.091612,91.612,29.2484,0.091612,91.612,14.724
0.091819,91.819,29.31056,0.091819,91.819,12.771
0.092025,92.025,29.77718,0.092025,92.025,13.125
0.092232,92.232,32.03412,0.092232,92.232,15.037
0.092439,92.439,31.79892,0.092439,92.439,15.236
0.092646,92.646,30.01252,0.092646,92.646,14.541
0.092853,92.853,30.23708,0.092853,92.853,13.343
0.093059,93.059,29.16384,0.093059,93.059,12.916
0.093266,93.266,28.35086,0.093266,93.266,13.682
0.093473,93.473,29.13388,0.093473,93.473,13.05
0.09368,93.68,29.21396,0.09368,93.68,13.162
0.093887,93.887,28.39524,0.093887,93.887,13.619
0.094093,94.093,30.19522,0.094093,94.093,13.001
0.0943,94.3,29.00634,0.0943,94.3,12.566
0.094507,94.507,27.97566,0.094507,94.507,13.227
0.094714,94.714,30.40844,0.094714,94.714,12.566
0.094921,94.921,30.96228,0.094921,94.921,12.485
0.095127,95.127,29.80378,0.095127,95.127,11.762
0.095334,95.334,29.24658,0.095334,95.334,9.2052
0.095541,95.541,30.1087,0.095541,95.541,10.187
0.095748,95.748,31.2427,0.095748,95.748,12.84
0.095955,95.955,30.21734,0.095955,95.955,13.742
0.096161,96.161,28.95216,0.096161,96.161,13.143
0.096368,96.368,30.36182,0.096368,96.368,11.582
0.096575,96.575,30.87912,0.096575,96.575,10.722
0.096782,96.782,29.79538,0.096782,96.782,9.9474
0.096989,96.989,30.7569,0.096989,96.989,9.782
0.097195,97.195,29.28172,0.097195,97.195,10.804
0.097402,97.402,28.86634,0.097402,97.402,10.86
0.097609,97.609,28.6485,0.097609,97.609,9.2696
0.097816,97.816,28.62848,0.097816,97.816,10.862
0.098023,98.023,29.73672,0.098023,98.023,11.435
0.098229,98.229,28.91268,0.098229,98.229,10.999
0.098436,98.436,28.97736,0.098436,98.436,9.3726
0.098643,98.643,29.2323,0.098643,98.643,10.451
0.09885,98.85,28.05154,0.09885,98.85,11.794
0.099057,99.057,28.8242,0.099057,99.057,11.635
0.099263,99.263,29.13192,0.099263,99.263,11.681
0.09947,99.47,28.60678,0.09947,99.47,10.262
0.099677,99.677,29.88386,0.099677,99.677,11.546
0.099884,99.884,28.6387,0.099884,99.884,10.952
0.10009,100.09,27.68586,0.10009,100.09,7.807
0.1003,100.3,28.9957,0.1003,100.3,9.3049
0.1005,100.5,28.36584,0.1005,100.5,8.5753
0.10071,100.71,27.55734,0.10071,100.71,7.9645
0.10092,100.92,27.12222,0.10092,100.92,8.8161
0.10112,101.12,26.9265,0.10112,101.12,9.701
0.10133,101.33,26.7249,0.10133,101.33,8.5326
0.10154,101.54,26.70012,0.10154,101.54,7.4734
0.10175,101.75,26.36846,0.10175,101.75,6.8765
0.10195,101.95,27.39368,0.10195,101.95,9.1274
0.10216,102.16,28.02368,0.10216,102.16,10.055
0.10237,102.37,26.8586,0.10237,102.37,9.4243
0.10257,102.57,26.34186,0.10257,102.57,9.577
0.10278,102.78,26.65084,0.10278,102.78,8.5692
0.10299,102.99,26.66694,0.10299,102.99,8.3056
0.10319,103.19,25.84038,0.10319,103.19,9.3408
0.1034,103.4,26.45974,0.1034,103.4,10.618
0.10361,103.61,26.81758,0.10361,103.61,10.651
0.10381,103.81,26.65448,0.10381,103.81,10.227
0.10402,104.02,26.41508,0.10402,104.02,10.657
0.10423,104.23,25.53224,0.10423,104.23,8.2549
0.10443,104.43,26.82206,0.10443,104.43,8.5988
0.10464,104.64,26.68822,0.10464,104.64,9.3642
0.10485,104.85,24.78716,0.10485,104.85,8.7717
0.10505,105.05,25.80034,0.10505,105.05,10.218
0.10526,105.26,26.33304,0.10526,105.26,10.864
0.10547,105.47,26.12262,0.10547,105.47,10.354
