Frequency (eV),Frequency (meV),vDOS Total,Frequency (eV),Frequency (meV),vDOS Crystalline,Frequency (eV),Frequency (meV),vDOS Amorphous
3.9888,3988.8,0.0000293,3.9888,3988.8,0.000029093,3.9888,3988.8,0.000029445
3.989,3989,0.000029058,3.989,3989,0.000028904,3.989,3989,0.000029166
3.9893,3989.3,0.00002931,3.9893,3989.3,0.000029127,3.9893,3989.3,0.00002944
3.9895,3989.5,0.000029064,3.9895,3989.5,0.000028895,3.9895,3989.5,0.000029183
3.9897,3989.7,0.000029301,3.9897,3989.7,0.000029111,3.9897,3989.7,0.000029435
3.99,3990,0.000029061,3.99,3990,0.000028902,3.99,3990,0.000029173
3.9902,3990.2,0.000029306,3.9902,3990.2,0.000029125,3.9902,3990.2,0.000029434
3.9904,3990.4,0.000029065,3.9904,3990.4,0.000028909,3.9904,3990.4,0.000029174
3.9907,3990.7,0.000029303,3.9907,3990.7,0.000029124,3.9907,3990.7,0.000029429
3.9909,3990.9,0.000029055,3.9909,3990.9,0.000028904,3.9909,3990.9,0.000029161
3.9911,3991.1,0.000029286,3.9911,3991.1,0.000029106,3.9911,3991.1,0.000029414
3.9914,3991.4,0.000029065,3.9914,3991.4,0.000028913,3.9914,3991.4,0.000029171
3.9916,3991.6,0.000029299,3.9916,3991.6,0.00002912,3.9916,3991.6,0.000029425
3.9919,3991.9,0.000029057,3.9919,3991.9,0.000028911,3.9919,3991.9,0.00002916
3.9921,3992.1,0.000029313,3.9921,3992.1,0.000029122,3.9921,3992.1,0.000029447
3.9923,3992.3,0.000029071,3.9923,3992.3,0.000028932,3.9923,3992.3,0.00002917
3.9926,3992.6,0.000029304,3.9926,3992.6,0.000029125,3.9926,3992.6,0.00002943
3.9928,3992.8,0.000029056,3.9928,3992.8,0.000028906,3.9928,3992.8,0.000029162
3.993,3993,0.000029311,3.993,3993,0.000029135,3.993,3993,0.000029434
3.9933,3993.3,0.000029072,3.9933,3993.3,0.000028909,3.9933,3993.3,0.000029186
3.9935,3993.5,0.000029292,3.9935,3993.5,0.00002912,3.9935,3993.5,0.000029413
3.9937,3993.7,0.000029069,3.9937,3993.7,0.000028898,3.9937,3993.7,0.00002919
3.994,3994,0.000029309,3.994,3994,0.000029139,3.994,3994,0.000029429
3.9942,3994.2,0.000029065,3.9942,3994.2,0.000028907,3.9942,3994.2,0.000029176
3.9944,3994.4,0.000029296,3.9944,3994.4,0.000029119,3.9944,3994.4,0.00002942
3.9947,3994.7,0.000029072,3.9947,3994.7,0.00002892,3.9947,3994.7,0.00002918
3.9949,3994.9,0.000029291,3.9949,3994.9,0.000029113,3.9949,3994.9,0.000029416
3.9952,3995.2,0.000029059,3.9952,3995.2,0.000028884,3.9952,3995.2,0.000029183
3.9954,3995.4,0.000029271,3.9954,3995.4,0.000029102,3.9954,3995.4,0.000029391
3.9956,3995.6,0.000029069,3.9956,3995.6,0.000028901,3.9956,3995.6,0.000029188
3.9959,3995.9,0.000029292,3.9959,3995.9,0.0000291,3.9959,3995.9,0.000029427
3.9961,3996.1,0.000029035,3.9961,3996.1,0.000028875,3.9961,3996.1,0.000029148
3.9963,3996.3,0.000029274,3.9963,3996.3,0.000029086,3.9963,3996.3,0.000029407
3.9966,3996.6,0.000029026,3.9966,3996.6,0.00002888,3.9966,3996.6,0.000029128
3.9968,3996.8,0.000029288,3.9968,3996.8,0.000029103,3.9968,3996.8,0.000029419
3.997,3997,0.000029049,3.997,3997,0.000028909,3.997,3997,0.000029148
3.9973,3997.3,0.000029293,3.9973,3997.3,0.000029128,3.9973,3997.3,0.000029409
3.9975,3997.5,0.000029049,3.9975,3997.5,0.000028876,3.9975,3997.5,0.000029171
3.9978,3997.8,0.000029293,3.9978,3997.8,0.00002912,3.9978,3997.8,0.000029415
3.998,3998,0.000029047,3.998,3998,0.000028878,3.998,3998,0.000029166
3.9982,3998.2,0.000029296,3.9982,3998.2,0.000029131,3.9982,3998.2,0.000029413
3.9985,3998.5,0.000029074,3.9985,3998.5,0.000028918,3.9985,3998.5,0.000029184
3.9987,3998.7,0.000029305,3.9987,3998.7,0.000029121,3.9987,3998.7,0.000029434
3.9989,3998.9,0.000029044,3.9989,3998.9,0.000028884,3.9989,3998.9,0.000029158
3.9992,3999.2,0.000029292,3.9992,3999.2,0.000029113,3.9992,3999.2,0.000029418
3.9994,3999.4,0.000029046,3.9994,3999.4,0.000028877,3.9994,3999.4,0.000029166
3.9996,3999.6,0.00002929,3.9996,3999.6,0.000029122,3.9996,3999.6,0.000029408
3.9999,3999.9,0.000029063,3.9999,3999.9,0.000028908,3.9999,3999.9,0.000029172
4.0001,4000.1,0.000029289,4.0001,4000.1,0.000029107,4.0001,4000.1,0.000029418
4.0004,4000.4,0.000029068,4.0004,4000.4,0.000028917,4.0004,4000.4,0.000029174
4.0006,4000.6,0.000029277,4.0006,4000.6,0.000029094,4.0006,4000.6,0.000029406
4.0008,4000.8,0.000029054,4.0008,4000.8,0.000028901,4.0008,4000.8,0.000029162
4.0011,4001.1,0.000029282,4.0011,4001.1,0.000029105,4.0011,4001.1,0.000029406
4.0013,4001.3,0.000029067,4.0013,4001.3,0.000028908,4.0013,4001.3,0.000029179
4.0015,4001.5,0.000029283,4.0015,4001.5,0.000029106,4.0015,4001.5,0.000029408
4.0018,4001.8,0.00002905,4.0018,4001.8,0.000028896,4.0018,4001.8,0.000029159
4.002,4002,0.000029286,4.002,4002,0.000029088,4.002,4002,0.000029425
4.0022,4002.2,0.000029044,4.0022,4002.2,0.000028884,4.0022,4002.2,0.000029157
4.0025,4002.5,0.000029273,4.0025,4002.5,0.000029084,4.0025,4002.5,0.000029406
4.0027,4002.7,0.00002906,4.0027,4002.7,0.000028909,4.0027,4002.7,0.000029166
4.003,4003,0.000029293,4.003,4003,0.000029118,4.003,4003,0.000029415
4.0032,4003.2,0.000029042,4.0032,4003.2,0.000028882,4.0032,4003.2,0.000029155
4.0034,4003.4,0.000029288,4.0034,4003.4,0.000029109,4.0034,4003.4,0.000029414
4.0037,4003.7,0.000029037,4.0037,4003.7,0.000028868,4.0037,4003.7,0.000029156
4.0039,4003.9,0.000029291,4.0039,4003.9,0.000029111,4.0039,4003.9,0.000029419
4.0041,4004.1,0.000029035,4.0041,4004.1,0.000028881,4.0041,4004.1,0.000029143
4.0044,4004.4,0.00002928,4.0044,4004.4,0.000029085,4.0044,4004.4,0.000029417
4.0046,4004.6,0.000029056,4.0046,4004.6,0.000028895,4.0046,4004.6,0.000029169
4.0048,4004.8,0.000029278,4.0048,4004.8,0.000029101,4.0048,4004.8,0.000029403
4.0051,4005.1,0.000029065,4.0051,4005.1,0.00002891,4.0051,4005.1,0.000029174
4.0053,4005.3,0.000029272,4.0053,4005.3,0.000029069,4.0053,4005.3,0.000029416
4.0056,4005.6,0.000029056,4.0056,4005.6,0.000028883,4.0056,4005.6,0.000029178
4.0058,4005.8,0.000029262,4.0058,4005.8,0.000029096,4.0058,4005.8,0.000029379
4.006,4006,0.000029056,4.006,4006,0.000028883,4.006,4006,0.000029177
4.0063,4006.3,0.000029277,4.0063,4006.3,0.000029126,4.0063,4006.3,0.000029384
4.0065,4006.5,0.000029043,4.0065,4006.5,0.000028882,4.0065,4006.5,0.000029156
4.0067,4006.7,0.000029278,4.0067,4006.7,0.000029101,4.0067,4006.7,0.000029403
4.007,4007,0.000029054,4.007,4007,0.000028896,4.007,4007,0.000029166
4.0072,4007.2,0.000029284,4.0072,4007.2,0.000029086,4.0072,4007.2,0.000029424
4.0074,4007.4,0.00002906,4.0074,4007.4,0.000028904,4.0074,4007.4,0.000029169
4.0077,4007.7,0.000029275,4.0077,4007.7,0.000029101,4.0077,4007.7,0.000029397
4.0079,4007.9,0.000029046,4.0079,4007.9,0.000028883,4.0079,4007.9,0.000029161
4.0082,4008.2,0.000029274,4.0082,4008.2,0.000029099,4.0082,4008.2,0.000029397
4.0084,4008.4,0.000029052,4.0084,4008.4,0.000028901,4.0084,4008.4,0.000029159
4.0086,4008.6,0.000029278,4.0086,4008.6,0.000029107,4.0086,4008.6,0.000029399
4.0089,4008.9,0.000029049,4.0089,4008.9,0.00002887,4.0089,4008.9,0.000029174
4.0091,4009.1,0.000029271,4.0091,4009.1,0.000029103,4.0091,4009.1,0.00002939
4.0093,4009.3,0.000029061,4.0093,4009.3,0.000028887,4.0093,4009.3,0.000029185
4.0096,4009.6,0.000029262,4.0096,4009.6,0.000029092,4.0096,4009.6,0.000029382
4.0098,4009.8,0.000029052,4.0098,4009.8,0.000028879,4.0098,4009.8,0.000029174
4.01,4010,0.000029263,4.01,4010,0.000029088,4.01,4010,0.000029387
4.0103,4010.3,0.000029047,4.0103,4010.3,0.000028889,4.0103,4010.3,0.000029159
4.0105,4010.5,0.000029262,4.0105,4010.5,0.000029101,4.0105,4010.5,0.000029375
4.0108,4010.8,0.000029056,4.0108,4010.8,0.000028907,4.0108,4010.8,0.000029161
4.011,4011,0.000029266,4.011,4011,0.000029097,4.011,4011,0.000029385
4.0112,4011.2,0.000029041,4.0112,4011.2,0.000028902,4.0112,4011.2,0.000029139
4.0115,4011.5,0.000029257,4.0115,4011.5,0.000029076,4.0115,4011.5,0.000029384
4.0117,4011.7,0.00002905,4.0117,4011.7,0.000028902,4.0117,4011.7,0.000029155
4.0119,4011.9,0.00002927,4.0119,4011.9,0.00002909,4.0119,4011.9,0.000029397
4.0122,4012.2,0.00002904,4.0122,4012.2,0.000028882,4.0122,4012.2,0.000029152
4.0124,4012.4,0.000029263,4.0124,4012.4,0.000029096,4.0124,4012.4,0.000029381
4.0126,4012.6,0.000029046,4.0126,4012.6,0.00002889,4.0126,4012.6,0.000029156
4.0129,4012.9,0.000029257,4.0129,4012.9,0.000029091,4.0129,4012.9,0.000029373
4.0131,4013.1,0.000029057,4.0131,4013.1,0.000028906,4.0131,4013.1,0.000029164
4.0134,4013.4,0.000029245,4.0134,4013.4,0.000029075,4.0134,4013.4,0.000029364
4.0136,4013.6,0.000029051,4.0136,4013.6,0.000028883,4.0136,4013.6,0.000029168
4.0138,4013.8,0.000029252,4.0138,4013.8,0.000029072,4.0138,4013.8,0.000029379
4.0141,4014.1,0.000029056,4.0141,4014.1,0.000028908,4.0141,4014.1,0.00002916
4.0143,4014.3,0.000029268,4.0143,4014.3,0.000029091,4.0143,4014.3,0.000029393
4.0145,4014.5,0.000029056,4.0145,4014.5,0.000028895,4.0145,4014.5,0.000029169
4.0148,4014.8,0.000029274,4.0148,4014.8,0.000029088,4.0148,4014.8,0.000029406
4.015,4015,0.000029052,4.015,4015,0.000028887,4.015,4015,0.000029169
4.0152,4015.2,0.000029257,4.0152,4015.2,0.000029082,4.0152,4015.2,0.000029381
4.0155,4015.5,0.000029036,4.0155,4015.5,0.000028889,4.0155,4015.5,0.000029139
4.0157,4015.7,0.000029258,4.0157,4015.7,0.000029076,4.0157,4015.7,0.000029386
4.016,4016,0.000029059,4.016,4016,0.000028895,4.016,4016,0.000029174
4.0162,4016.2,0.000029258,4.0162,4016.2,0.000029088,4.0162,4016.2,0.000029378
4.0164,4016.4,0.00002906,4.0164,4016.4,0.00002889,4.0164,4016.4,0.000029181
4.0167,4016.7,0.000029259,4.0167,4016.7,0.000029077,4.0167,4016.7,0.000029388
4.0169,4016.9,0.000029044,4.0169,4016.9,0.000028861,4.0169,4016.9,0.000029173
4.0171,4017.1,0.000029256,4.0171,4017.1,0.000029084,4.0171,4017.1,0.000029377
4.0174,4017.4,0.000029059,4.0174,4017.4,0.00002888,4.0174,4017.4,0.000029185
4.0176,4017.6,0.000029246,4.0176,4017.6,0.000029071,4.0176,4017.6,0.000029369
4.0178,4017.8,0.000029058,4.0178,4017.8,0.000028893,4.0178,4017.8,0.000029174
4.0181,4018.1,0.00002923,4.0181,4018.1,0.000029055,4.0181,4018.1,0.000029352
4.0183,4018.3,0.000029053,4.0183,4018.3,0.000028903,4.0183,4018.3,0.000029158
4.0186,4018.6,0.000029258,4.0186,4018.6,0.000029076,4.0186,4018.6,0.000029386
4.0188,4018.8,0.000029062,4.0188,4018.8,0.000028904,4.0188,4018.8,0.000029172
4.019,4019,0.000029239,4.019,4019,0.000029059,4.019,4019,0.000029366
4.0193,4019.3,0.000029045,4.0193,4019.3,0.000028887,4.0193,4019.3,0.000029157
4.0195,4019.5,0.000029258,4.0195,4019.5,0.000029103,4.0195,4019.5,0.000029367
4.0197,4019.7,0.000029059,4.0197,4019.7,0.000028902,4.0197,4019.7,0.000029169
4.02,4020,0.000029256,4.02,4020,0.000029088,4.02,4020,0.000029374
4.0202,4020.2,0.000029041,4.0202,4020.2,0.000028893,4.0202,4020.2,0.000029145
4.0204,4020.4,0.00002926,4.0204,4020.4,0.000029085,4.0204,4020.4,0.000029384
4.0207,4020.7,0.000029048,4.0207,4020.7,0.000028882,4.0207,4020.7,0.000029164
4.0209,4020.9,0.000029258,4.0209,4020.9,0.000029074,4.0209,4020.9,0.000029387
4.0212,4021.2,0.000029043,4.0212,4021.2,0.000028873,4.0212,4021.2,0.000029164
4.0214,4021.4,0.000029234,4.0214,4021.4,0.000029062,4.0214,4021.4,0.000029354
4.0216,4021.6,0.000029046,4.0216,4021.6,0.000028907,4.0216,4021.6,0.000029144
4.0219,4021.9,0.000029244,4.0219,4021.9,0.00002906,4.0219,4021.9,0.000029374
4.0221,4022.1,0.000029046,4.0221,4022.1,0.000028879,4.0221,4022.1,0.000029164
4.0223,4022.3,0.000029253,4.0223,4022.3,0.000029071,4.0223,4022.3,0.000029381
4.0226,4022.6,0.000029043,4.0226,4022.6,0.000028878,4.0226,4022.6,0.000029159
4.0228,4022.8,0.000029238,4.0228,4022.8,0.000029064,4.0228,4022.8,0.00002936
4.023,4023,0.000029041,4.023,4023,0.000028888,4.023,4023,0.000029149
4.0233,4023.3,0.000029232,4.0233,4023.3,0.000029071,4.0233,4023.3,0.000029346
4.0235,4023.5,0.000029035,4.0235,4023.5,0.000028865,4.0235,4023.5,0.000029156
4.0238,4023.8,0.000029236,4.0238,4023.8,0.000029076,4.0238,4023.8,0.000029349
4.024,4024,0.000029038,4.024,4024,0.00002887,4.024,4024,0.000029156
4.0242,4024.2,0.000029236,4.0242,4024.2,0.000029069,4.0242,4024.2,0.000029353
4.0245,4024.5,0.000029065,4.0245,4024.5,0.000028917,4.0245,4024.5,0.000029169
4.0247,4024.7,0.000029237,4.0247,4024.7,0.000029061,4.0247,4024.7,0.000029361
4.0249,4024.9,0.000029061,4.0249,4024.9,0.000028911,4.0249,4024.9,0.000029167
4.0252,4025.2,0.00002924,4.0252,4025.2,0.000029066,4.0252,4025.2,0.000029362
4.0254,4025.4,0.000029049,4.0254,4025.4,0.00002888,4.0254,4025.4,0.000029168
4.0256,4025.6,0.000029233,4.0256,4025.6,0.000029079,4.0256,4025.6,0.000029341
4.0259,4025.9,0.000029055,4.0259,4025.9,0.000028904,4.0259,4025.9,0.000029162
4.0261,4026.1,0.000029231,4.0261,4026.1,0.000029048,4.0261,4026.1,0.00002936
4.0264,4026.4,0.000029052,4.0264,4026.4,0.00002888,4.0264,4026.4,0.000029173
4.0266,4026.6,0.000029228,4.0266,4026.6,0.000029053,4.0266,4026.6,0.000029352
4.0268,4026.8,0.000029061,4.0268,4026.8,0.000028886,4.0268,4026.8,0.000029185
4.0271,4027.1,0.00002923,4.0271,4027.1,0.000029039,4.0271,4027.1,0.000029364
4.0273,4027.3,0.000029033,4.0273,4027.3,0.000028868,4.0273,4027.3,0.00002915
4.0275,4027.5,0.00002923,4.0275,4027.5,0.000029072,4.0275,4027.5,0.000029341
4.0278,4027.8,0.000029042,4.0278,4027.8,0.000028868,4.0278,4027.8,0.000029164
4.028,4028,0.00002922,4.028,4028,0.000029051,4.028,4028,0.000029339
4.0282,4028.2,0.000029046,4.0282,4028.2,0.000028896,4.0282,4028.2,0.000029152
4.0285,4028.5,0.000029236,4.0285,4028.5,0.000029047,4.0285,4028.5,0.00002937
4.0287,4028.7,0.000029043,4.0287,4028.7,0.000028894,4.0287,4028.7,0.000029148
4.029,4029,0.00002923,4.029,4029,0.000029042,4.029,4029,0.000029363
4.0292,4029.2,0.000029053,4.0292,4029.2,0.000028876,4.0292,4029.2,0.000029177
4.0294,4029.4,0.000029234,4.0294,4029.4,0.000029072,4.0294,4029.4,0.000029348
4.0297,4029.7,0.00002905,4.0297,4029.7,0.00002889,4.0297,4029.7,0.000029163
4.0299,4029.9,0.000029228,4.0299,4029.9,0.000029048,4.0299,4029.9,0.000029354
4.0301,4030.1,0.000029054,4.0301,4030.1,0.000028897,4.0301,4030.1,0.000029165
4.0304,4030.4,0.000029215,4.0304,4030.4,0.000029039,4.0304,4030.4,0.000029338
4.0306,4030.6,0.000029063,4.0306,4030.6,0.000028907,4.0306,4030.6,0.000029173
4.0308,4030.8,0.000029249,4.0308,4030.8,0.000029082,4.0308,4030.8,0.000029367
4.0311,4031.1,0.000029059,4.0311,4031.1,0.000028901,4.0311,4031.1,0.000029171
4.0313,4031.3,0.000029237,4.0313,4031.3,0.000029081,4.0313,4031.3,0.000029346
4.0316,4031.6,0.000029047,4.0316,4031.6,0.000028903,4.0316,4031.6,0.000029149
4.0318,4031.8,0.000029218,4.0318,4031.8,0.000029026,4.0318,4031.8,0.000029354
4.032,4032,0.000029051,4.032,4032,0.000028904,4.032,4032,0.000029155
4.0323,4032.3,0.000029222,4.0323,4032.3,0.000029046,4.0323,4032.3,0.000029346
4.0325,4032.5,0.000029047,4.0325,4032.5,0.000028882,4.0325,4032.5,0.000029163
4.0327,4032.7,0.000029231,4.0327,4032.7,0.000029029,4.0327,4032.7,0.000029374
4.033,4033,0.00002905,4.033,4033,0.00002888,4.033,4033,0.00002917
4.0332,4033.2,0.000029219,4.0332,4033.2,0.000029049,4.0332,4033.2,0.000029338
4.0334,4033.4,0.000029049,4.0334,4033.4,0.000028875,4.0334,4033.4,0.000029171
4.0337,4033.7,0.000029234,4.0337,4033.7,0.000029036,4.0337,4033.7,0.000029374
4.0339,4033.9,0.000029054,4.0339,4033.9,0.0000289,4.0339,4033.9,0.000029162
4.0342,4034.2,0.00002921,4.0342,4034.2,0.000029026,4.0342,4034.2,0.00002934
4.0344,4034.4,0.000029049,4.0344,4034.4,0.000028884,4.0344,4034.4,0.000029166
4.0346,4034.6,0.000029226,4.0346,4034.6,0.000029044,4.0346,4034.6,0.000029354
4.0349,4034.9,0.000029064,4.0349,4034.9,0.000028897,4.0349,4034.9,0.000029182
4.0351,4035.1,0.000029232,4.0351,4035.1,0.000029076,4.0351,4035.1,0.000029342
4.0353,4035.3,0.00002904,4.0353,4035.3,0.000028873,4.0353,4035.3,0.000029158
4.0356,4035.6,0.00002923,4.0356,4035.6,0.000029065,4.0356,4035.6,0.000029346
4.0358,4035.8,0.000029054,4.0358,4035.8,0.000028881,4.0358,4035.8,0.000029175
4.036,4036,0.000029206,4.036,4036,0.000029026,4.036,4036,0.000029333
4.0363,4036.3,0.000029046,4.0363,4036.3,0.00002888,4.0363,4036.3,0.000029163
4.0365,4036.5,0.000029206,4.0365,4036.5,0.000029042,4.0365,4036.5,0.000029322
4.0368,4036.8,0.000029057,4.0368,4036.8,0.000028894,4.0368,4036.8,0.000029172
4.037,4037,0.000029217,4.037,4037,0.000029045,4.037,4037,0.000029339
4.0372,4037.2,0.00002906,4.0372,4037.2,0.000028902,4.0372,4037.2,0.000029171
4.0375,4037.5,0.000029224,4.0375,4037.5,0.000029038,4.0375,4037.5,0.000029355
4.0377,4037.7,0.000029028,4.0377,4037.7,0.000028854,4.0377,4037.7,0.00002915
4.0379,4037.9,0.00002921,4.0379,4037.9,0.000029033,4.0379,4037.9,0.000029335
4.0382,4038.2,0.000029044,4.0382,4038.2,0.000028885,4.0382,4038.2,0.000029156
4.0384,4038.4,0.000029219,4.0384,4038.4,0.000029042,4.0384,4038.4,0.000029344
4.0386,4038.6,0.000029064,4.0386,4038.6,0.0000289,4.0386,4038.6,0.00002918
4.0389,4038.9,0.000029216,4.0389,4038.9,0.000029049,4.0389,4038.9,0.000029334
4.0391,4039.1,0.000029063,4.0391,4039.1,0.000028914,4.0391,4039.1,0.000029168
4.0394,4039.4,0.000029209,4.0394,4039.4,0.000029039,4.0394,4039.4,0.000029328
4.0396,4039.6,0.00002904,4.0396,4039.6,0.000028863,4.0396,4039.6,0.000029164
4.0398,4039.8,0.000029219,4.0398,4039.8,0.000029065,4.0398,4039.8,0.000029328
4.0401,4040.1,0.000029054,4.0401,4040.1,0.000028882,4.0401,4040.1,0.000029175
4.0403,4040.3,0.000029206,4.0403,4040.3,0.000029033,4.0403,4040.3,0.000029328
4.0405,4040.5,0.000029051,4.0405,4040.5,0.00002887,4.0405,4040.5,0.000029179
4.0408,4040.8,0.000029222,4.0408,4040.8,0.000029055,4.0408,4040.8,0.00002934
4.041,4041,0.000029053,4.041,4041,0.000028893,4.041,4041,0.000029166
4.0412,4041.2,0.000029218,4.0412,4041.2,0.00002903,4.0412,4041.2,0.000029351
4.0415,4041.5,0.000029037,4.0415,4041.5,0.000028875,4.0415,4041.5,0.00002915
4.0417,4041.7,0.000029212,4.0417,4041.7,0.000029029,4.0417,4041.7,0.000029341
4.042,4042,0.000029057,4.042,4042,0.000028885,4.042,4042,0.000029178
4.0422,4042.2,0.00002921,4.0422,4042.2,0.000029026,4.0422,4042.2,0.000029339
4.0424,4042.4,0.000029035,4.0424,4042.4,0.00002886,4.0424,4042.4,0.000029159
4.0427,4042.7,0.00002921,4.0427,4042.7,0.000029036,4.0427,4042.7,0.000029332
4.0429,4042.9,0.000029057,4.0429,4042.9,0.000028908,4.0429,4042.9,0.000029161
4.0431,4043.1,0.000029209,4.0431,4043.1,0.000029027,4.0431,4043.1,0.000029337
4.0434,4043.4,0.000029042,4.0434,4043.4,0.000028894,4.0434,4043.4,0.000029147
4.0436,4043.6,0.000029221,4.0436,4043.6,0.000029049,4.0436,4043.6,0.000029343
4.0438,4043.8,0.000029033,4.0438,4043.8,0.000028873,4.0438,4043.8,0.000029146
4.0441,4044.1,0.000029199,4.0441,4044.1,0.000029032,4.0441,4044.1,0.000029317
4.0443,4044.3,0.000029047,4.0443,4044.3,0.000028905,4.0443,4044.3,0.000029147
4.0446,4044.6,0.000029221,4.0446,4044.6,0.000029038,4.0446,4044.6,0.00002935
4.0448,4044.8,0.000029044,4.0448,4044.8,0.000028902,4.0448,4044.8,0.000029144
4.045,4045,0.000029215,4.045,4045,0.000029041,4.045,4045,0.000029337
4.0453,4045.3,0.000029053,4.0453,4045.3,0.000028881,4.0453,4045.3,0.000029174
4.0455,4045.5,0.000029205,4.0455,4045.5,0.00002903,4.0455,4045.5,0.000029329
4.0457,4045.7,0.000029062,4.0457,4045.7,0.000028903,4.0457,4045.7,0.000029173
4.046,4046,0.000029197,4.046,4046,0.000029013,4.046,4046,0.000029327
4.0462,4046.2,0.000029066,4.0462,4046.2,0.000028912,4.0462,4046.2,0.000029174
4.0464,4046.4,0.000029193,4.0464,4046.4,0.000029014,4.0464,4046.4,0.000029319
4.0467,4046.7,0.00002904,4.0467,4046.7,0.000028864,4.0467,4046.7,0.000029165
4.0469,4046.9,0.000029203,4.0469,4046.9,0.000029013,4.0469,4046.9,0.000029337
4.0472,4047.2,0.000029065,4.0472,4047.2,0.000028892,4.0472,4047.2,0.000029187
4.0474,4047.4,0.000029182,4.0474,4047.4,0.000029004,4.0474,4047.4,0.000029308
4.0476,4047.6,0.000029049,4.0476,4047.6,0.000028885,4.0476,4047.6,0.000029164
4.0479,4047.9,0.000029193,4.0479,4047.9,0.000028996,4.0479,4047.9,0.000029332
4.0481,4048.1,0.000029035,4.0481,4048.1,0.000028866,4.0481,4048.1,0.000029154
4.0483,4048.3,0.000029184,4.0483,4048.3,0.000029006,4.0483,4048.3,0.00002931
4.0486,4048.6,0.000029051,4.0486,4048.6,0.000028888,4.0486,4048.6,0.000029167
4.0488,4048.8,0.000029186,4.0488,4048.8,0.000029002,4.0488,4048.8,0.000029315
4.049,4049,0.000029039,4.049,4049,0.000028876,4.049,4049,0.000029154
4.0493,4049.3,0.000029188,4.0493,4049.3,0.000029011,4.0493,4049.3,0.000029313
4.0495,4049.5,0.000029033,4.0495,4049.5,0.000028875,4.0495,4049.5,0.000029144
4.0498,4049.8,0.000029197,4.0498,4049.8,0.000029009,4.0498,4049.8,0.00002933
4.05,4050,0.000029054,4.05,4050,0.0000289,4.05,4050,0.000029163
4.0502,4050.2,0.000029191,4.0502,4050.2,0.000029023,4.0502,4050.2,0.000029309
4.0505,4050.5,0.000029039,4.0505,4050.5,0.00002888,4.0505,4050.5,0.000029151
4.0507,4050.7,0.000029182,4.0507,4050.7,0.000029003,4.0507,4050.7,0.000029308
4.0509,4050.9,0.000029045,4.0509,4050.9,0.000028881,4.0509,4050.9,0.000029161
4.0512,4051.2,0.000029195,4.0512,4051.2,0.000029019,4.0512,4051.2,0.000029319
4.0514,4051.4,0.000029055,4.0514,4051.4,0.000028908,4.0514,4051.4,0.000029159
4.0516,4051.6,0.00002919,4.0516,4051.6,0.000029006,4.0516,4051.6,0.000029319
4.0519,4051.9,0.000029036,4.0519,4051.9,0.000028881,4.0519,4051.9,0.000029145
4.0521,4052.1,0.000029192,4.0521,4052.1,0.000029032,4.0521,4052.1,0.000029304
4.0524,4052.4,0.000029041,4.0524,4052.4,0.000028871,4.0524,4052.4,0.000029161
4.0526,4052.6,0.000029194,4.0526,4052.6,0.00002901,4.0526,4052.6,0.000029323
4.0528,4052.8,0.000029039,4.0528,4052.8,0.000028893,4.0528,4052.8,0.000029141
4.0531,4053.1,0.000029197,4.0531,4053.1,0.000029023,4.0531,4053.1,0.00002932
4.0533,4053.3,0.000029056,4.0533,4053.3,0.000028899,4.0533,4053.3,0.000029167
4.0535,4053.5,0.000029183,4.0535,4053.5,0.000029015,4.0535,4053.5,0.000029302
4.0538,4053.8,0.000029055,4.0538,4053.8,0.000028886,4.0538,4053.8,0.000029173
4.054,4054,0.000029195,4.054,4054,0.000029008,4.054,4054,0.000029326
4.0542,4054.2,0.00002905,4.0542,4054.2,0.000028888,4.0542,4054.2,0.000029165
4.0545,4054.5,0.000029198,4.0545,4054.5,0.000029035,4.0545,4054.5,0.000029313
4.0547,4054.7,0.000029069,4.0547,4054.7,0.000028901,4.0547,4054.7,0.000029187
4.055,4055,0.000029188,4.055,4055,0.000028995,4.055,4055,0.000029324
4.0552,4055.2,0.00002905,4.0552,4055.2,0.000028878,4.0552,4055.2,0.000029171
4.0554,4055.4,0.000029173,4.0554,4055.4,0.000028982,4.0554,4055.4,0.000029308
4.0557,4055.7,0.000029062,4.0557,4055.7,0.000028917,4.0557,4055.7,0.000029165
4.0559,4055.9,0.000029189,4.0559,4055.9,0.000028984,4.0559,4055.9,0.000029333
4.0561,4056.1,0.000029043,4.0561,4056.1,0.000028872,4.0561,4056.1,0.000029163
4.0564,4056.4,0.000029193,4.0564,4056.4,0.000029018,4.0564,4056.4,0.000029316
4.0566,4056.6,0.00002904,4.0566,4056.6,0.000028869,4.0566,4056.6,0.000029161
4.0568,4056.8,0.000029196,4.0568,4056.8,0.000029027,4.0568,4056.8,0.000029314
4.0571,4057.1,0.000029067,4.0571,4057.1,0.000028908,4.0571,4057.1,0.000029179
4.0573,4057.3,0.00002917,4.0573,4057.3,0.000029004,4.0573,4057.3,0.000029287
4.0576,4057.6,0.000029072,4.0576,4057.6,0.000028917,4.0576,4057.6,0.000029181
4.0578,4057.8,0.000029174,4.0578,4057.8,0.000029005,4.0578,4057.8,0.000029293
4.058,4058,0.000029056,4.058,4058,0.000028864,4.058,4058,0.000029192
4.0583,4058.3,0.00002919,4.0583,4058.3,0.000029013,4.0583,4058.3,0.000029315
4.0585,4058.5,0.000029057,4.0585,4058.5,0.000028894,4.0585,4058.5,0.000029172
