Frequency (eV),Frequency (meV),vDOS
0.081892843,81.89284288,29.177
0.082098657,82.09865675,27.329
0.08230571,82.30571047,30.366
0.082512764,82.51276418,29.972
0.082719818,82.71981789,30.117
0.082926872,82.9268716,29.036
0.083132685,83.13268547,28.158
0.083339739,83.33973919,29.425
0.083546793,83.5467929,30.871
0.083753847,83.75384661,30.342
0.0839609,83.96090032,27.945
0.084166714,84.16671419,25.313
0.084373768,84.37376791,26.734
0.084580822,84.58082162,28.521
0.084787875,84.78787533,28.916
0.084994929,84.99492904,29.646
0.085200743,85.20074291,28.231
0.085407797,85.40779663,26.678
0.08561485,85.61485034,26.534
0.085821904,85.82190405,26.407
0.086028958,86.02895776,30.946
0.086234772,86.23477163,32.669
0.086441825,86.44182535,28.33
0.086648879,86.64887906,28.308
0.086855933,86.85593277,26.713
0.087061747,87.06174664,24.668
0.0872688,87.26880035,26.587
0.087475854,87.47585407,27.228
0.087682908,87.68290778,27.407
0.087889961,87.88996149,27.512
0.088095775,88.09577536,27.325
0.088302829,88.30282907,29.142
0.088509883,88.50988279,28.23
0.088716936,88.7169365,24.976
0.08892399,88.92399021,26.735
0.089129804,89.12980408,27.909
0.089336858,89.33685779,27.185
0.089543912,89.5439115,25.881
0.089750965,89.75096522,26.287
0.089958019,89.95801893,27.733
0.090163833,90.1638328,27.317
0.090370887,90.37088651,25.019
0.09057794,90.57794022,26.188
0.090784994,90.78499394,29.186
0.090992048,90.99204765,28.799
0.091197862,91.19786152,25.733
0.091404915,91.40491523,25.364
0.091611969,91.61196894,27.407
0.091819023,91.81902266,26.95
0.092026076,92.02607637,27.153
0.09223189,92.23189024,28.512
0.092438944,92.43894395,30.682
0.092645998,92.64599766,29.348
0.092853051,92.85305138,27.732
0.093060105,93.06010509,27.015
0.093265919,93.26591896,26.573
0.093472973,93.47297267,26.759
0.093680026,93.68002638,25.284
0.09388708,93.8870801,26.965
0.094092894,94.09289397,27.017
0.094299948,94.29994768,27.249
0.094507001,94.50700139,27.645
0.094714055,94.7140551,25.881
0.094921109,94.92110882,26.386
0.095126923,95.12692269,27.55
0.095333976,95.3339764,26.568
0.09554103,95.54103011,27.159
0.095748084,95.74808382,26.934
0.095955138,95.95513754,25.463
0.096160951,96.16095141,23.916
0.096368005,96.36800512,22.958
0.096575059,96.57505883,24.13
0.096782113,96.78211254,24.213
0.096989166,96.98916626,24.386
0.09719498,97.19498013,23.161
0.097402034,97.40203384,22.941
0.097609088,97.60908755,24.452
0.097816141,97.81614126,24.847
0.098023195,98.02319498,24.21
0.098229009,98.22900885,24.336
0.098436063,98.43606256,23.742
0.098643116,98.64311627,23.709
0.09885017,98.85016998,22.153
0.099057224,99.05722369,24.766
0.099263038,99.26303756,24.611
0.099470091,99.47009128,23.807
0.099677145,99.67714499,24.074
0.099884199,99.8841987,23.125
0.100091252,100.0912524,25.425
0.100297066,100.2970663,23.049
0.10050412,100.50412,20.666
0.100711174,100.7111737,20.621
0.100918227,100.9182274,23.708
0.101124041,101.1240413,25.027
0.101331095,101.331095,22.474
0.101538149,101.5381487,22.09
0.101745202,101.7452024,19.781
0.101952256,101.9522561,21.48
0.10215807,102.15807,22.515
0.102365124,102.3651237,21.092
0.102572177,102.5721774,21.901
0.102779231,102.7792311,21.555
0.102986285,102.9862849,23.695
0.103192099,103.1920987,24.209
0.103399152,103.3991524,22.382
0.103606206,103.6062062,25.325
0.10381326,103.8132599,25.156
0.104020314,104.0203136,21.576
0.104226127,104.2261275,21.022
0.104433181,104.4331812,21.073
0.104640235,104.6402349,20.23
0.104847289,104.8472886,22.426
0.105054342,105.0543423,23.667
0.105260156,105.2601562,22.204
0.10546721,105.4672099,21.759
0.105674264,105.6742636,22.596
0.105881317,105.8813173,22.439
0.106088371,106.088371,22.17
0.106294185,106.2941849,21.066
0.106501239,106.5012386,20.318
0.106708292,106.7082923,20.731
0.106915346,106.915346,20.549
0.1071224,107.1223997,19.517
0.107328214,107.3282136,19.277
0.107535267,107.5352673,21.083
0.107742321,107.742321,21.334
0.107949375,107.9493747,19.778
0.108156428,108.1564285,20.456
0.108362242,108.3622423,22.612
0.108569296,108.569296,19.954
0.10877635,108.7763498,19.034
0.108983403,108.9834035,20.095
0.109189217,109.1892173,18.507
0.109396271,109.396271,16.995
0.109603325,109.6033248,17.671
0.109810378,109.8103785,17.967
0.110017432,110.0174322,18.483
0.110223246,110.2232461,18.418
0.1104303,110.4302998,18.105
0.110637353,110.6373535,18.896
0.110844407,110.8444072,18.997
0.111051461,111.0514609,18.487
0.111257275,111.2572748,21.477
0.111464328,111.4643285,21.239
0.111671382,111.6713822,17.418
0.111878436,111.8784359,18.484
0.11208549,112.0854896,17.811
0.112291303,112.2913035,16.831
0.112498357,112.4983572,15.99
0.112705411,112.7054109,14.63
0.112912465,112.9124646,14.417
0.113119518,113.1195183,16.113
0.113325332,113.3253322,16.734
0.113532386,113.5323859,17.311
0.11373944,113.7394396,17.489
0.113946493,113.9464934,16.193
0.114153547,114.1535471,15.81
0.114359361,114.3593609,16.405
0.114566415,114.5664146,17.074
0.114773468,114.7734684,16.909
0.114980522,114.9805221,18.179
0.115187576,115.1875758,16.544
0.11539339,115.3933897,15.12
0.115600443,115.6004434,16.599
0.115807497,115.8074971,17.186
0.116014551,116.0145508,16.135
0.116220365,116.2203647,14.614
0.116427418,116.4274184,14.689
0.116634472,116.6344721,15.364
0.116841526,116.8415258,14.595
0.11704858,117.0485795,15.058
0.117254393,117.2543934,15.825
0.117461447,117.4614471,15.328
0.117668501,117.6685008,15.296
0.117875555,117.8755545,16.33
0.118082608,118.0826082,16.775
0.118288422,118.2884221,15.003
0.118495476,118.4954758,12.826
0.11870253,118.7025295,13.675
0.118909583,118.9095832,14.069
0.119116637,119.116637,14.149
0.119322451,119.3224508,14.621
0.119529505,119.5295045,14.109
0.119736558,119.7365582,13.878
0.119943612,119.943612,13.548
0.120150666,120.1506657,13.822
0.12035648,120.3564795,12.819
0.120563533,120.5635333,13.036
0.120770587,120.770587,13.691
0.120977641,120.9776407,13.146
0.121184694,121.1846944,13.139
0.121390508,121.3905083,13.382
0.121597562,121.597562,14.334
0.121804616,121.8046157,14.187
0.122011669,122.0116694,11.506
0.122218723,122.2187231,11.454
0.122424537,122.424537,11.558
0.122631591,122.6315907,10.791
0.122838644,122.8386444,10.433
0.123045698,123.0456981,10.822
0.123252752,123.2527518,13.029
0.123458566,123.4585657,13.41
0.123665619,123.6656194,13.098
0.123872673,123.8726731,13.988
0.124083446,124.0834464,11.974
0.124281821,124.2818212,11.607
0.124492594,124.4925944,12.146
0.124703368,124.7033677,11.153
0.124901742,124.9017425,10.43
0.125112516,125.1125157,10.473
0.125323289,125.323289,10.748
0.125521664,125.5216638,10.346
0.125732437,125.732437,10.315
0.12594321,125.9432103,10.79
0.126141585,126.1415851,10.837
0.126352358,126.3523583,10.274
0.126563132,126.5631315,9.0338
0.126773905,126.7739048,9.3947
0.12697228,126.9722796,9.6733
0.127183053,127.1830528,8.9623
0.127393826,127.3938261,8.8943
0.127592201,127.5922009,9.4749
0.127802974,127.8029741,9.2451
0.128013747,128.0137474,8.9776
0.128212122,128.2121222,9.415
0.128422895,128.4228954,9.3758
0.128633669,128.6336687,9.584
0.128832043,128.8320435,9.2487
0.129042817,129.0428167,7.8243
0.12925359,129.25359,7.5526
0.129451965,129.4519648,8.4659
0.129662738,129.662738,8.7187
0.129873511,129.8735113,8.0442
0.130071886,130.0718861,6.9262
0.130282659,130.2826593,6.3523
0.130493433,130.4934326,6.236
0.130691807,130.6918074,6.5175
0.130902581,130.9025806,6.5038
0.131113354,131.1133538,6.5396
0.131311729,131.3117287,6.4108
0.131522502,131.5225019,6.3693
0.131733275,131.7332751,6.4588
0.13193165,131.93165,6.3813
0.132142423,132.1424232,7.1075
0.132353196,132.3531964,6.6302
0.13256397,132.5639697,6.4186
0.132762344,132.7623445,6.0236
0.132973118,132.9731177,5.9486
0.133183891,133.183891,7.068
0.133382266,133.3822658,6.7523
0.133593039,133.593039,5.5988
0.133803812,133.8038123,5.4146
0.134002187,134.0021871,5.3642
0.13421296,134.2129603,5.1365
0.134423734,134.4237336,5.9853
0.134622108,134.6221084,5.8275
0.134832882,134.8328816,5.0477
0.135043655,135.0436549,4.9959
0.13524203,135.2420297,4.9771
0.135452803,135.4528029,4.895
0.135663576,135.6635762,4.2329
0.135861951,135.861951,4.1548
0.136072724,136.0727242,4.3341
0.136283497,136.2834974,4.0518
0.136481872,136.4818723,4.0247
0.136692646,136.6926455,4.0131
0.136903419,136.9034187,3.5666
0.137101794,137.1017936,3.3204
0.137312567,137.3125668,3.9383
0.13752334,137.52334,4.5642
0.137734113,137.7341133,4.0467
0.137932488,137.9324881,3.7923
0.138143261,138.1432613,3.9188
0.138354035,138.3540346,4.1629
0.138552409,138.5524094,3.9285
0.138763183,138.7631826,3.3366
0.138973956,138.9739559,3.1577
0.139172331,139.1723307,3.3355
0.139383104,139.3831039,3.3652
0.139593877,139.5938772,3.0959
0.139792252,139.792252,3.247
0.140003025,140.0030252,3.272
0.140213798,140.2137985,3.4183
0.140412173,140.4121733,3.135
0.140622947,140.6229465,3.0869
0.14083372,140.8337198,2.8432
0.141032095,141.0320946,2.6931
0.141242868,141.2428678,2.7674
0.141453641,141.453641,3.0652
0.141652016,141.6520159,3.1243
0.141862789,141.8627891,2.7489
0.142073562,142.0735623,2.654
0.142271937,142.2719372,2.8025
0.14248271,142.4827104,2.9165
0.142693484,142.6934836,2.7723
0.142891858,142.8918584,2.4581
0.143102632,143.1026317,2.4875
0.143313405,143.3134049,2.7099
0.143524178,143.5241782,2.5854
0.143722553,143.722553,2.4735
0.143933326,143.9333262,2.5321
0.144144099,144.1440995,2.6349
0.144342474,144.3424743,2.6658
0.144553248,144.5532475,2.4574
0.144764021,144.7640208,2.3958
0.144962396,144.9623956,2.3623
0.145173169,145.1731688,2.6123
0.145383942,145.3839421,2.6473
0.145582317,145.5823169,2.4845
0.14579309,145.7930901,2.4801
0.146003863,146.0038633,2.4216
0.146202238,146.2022382,2.4262
0.146413011,146.4130114,2.22
0.146623785,146.6237846,2.1559
0.146822159,146.8221595,2.3391
0.147032933,147.0329327,2.2809
0.147243706,147.2437059,2.1284
0.147442081,147.4420808,2.1486
0.147652854,147.652854,2.1327
0.147863627,147.8636272,2.0416
0.148062002,148.062002,2.0365
0.148272775,148.2727753,2.0823
0.148483549,148.4835485,2.1503
0.148694322,148.6943218,2.2793
0.148892697,148.8926966,2.2985
0.14910347,149.1034698,2.1747
0.149314243,149.3142431,2.089
0.149512618,149.5126179,2.0559
0.149723391,149.7233911,1.9464
0.149934164,149.9341644,1.9835
0.150132539,150.1325392,2.0693
0.150343312,150.3433124,2.106
0.150554086,150.5540857,2.0953
0.15075246,150.7524605,2.0621
0.150963234,150.9632337,1.8916
0.151174007,151.1740069,2.0247
0.151372382,151.3723818,1.9784
0.151583155,151.583155,1.9496
0.151793928,151.7939282,2.025
0.151992303,151.9923031,2.0456
0.152203076,152.2030763,1.9404
0.15241385,152.4138495,1.9769
0.152612224,152.6122244,1.9731
0.152822998,152.8229976,2.0183
0.153033771,153.0337708,2.0133
0.153232146,153.2321456,2.0871
0.153442919,153.4429189,1.9486
0.153653692,153.6536921,1.9625
0.153864465,153.8644654,2.0318
0.15406284,154.0628402,1.9865
0.154273613,154.2736134,1.7677
0.154484387,154.4843867,1.8031
0.154682761,154.6827615,2.0671
0.154893535,154.8935347,1.9563
0.155104308,155.104308,1.8577
0.155302683,155.3026828,1.8471
0.155513456,155.513456,1.8245
0.155724229,155.7242293,1.887
0.155922604,155.9226041,1.987
0.156133377,156.1333773,2.0176
0.156344151,156.3441505,1.9814
0.156542525,156.5425254,2.0091
0.156753299,156.7532986,1.8969
0.156964072,156.9640718,1.8063
0.157162447,157.1624467,1.7289
0.15737322,157.3732199,1.7924
0.157583993,157.5839931,1.7009
0.157782368,157.782368,1.6526
0.157993141,157.9931412,1.8386
0.158203914,158.2039144,1.9283
0.158402289,158.4022892,1.9364
0.158613062,158.6130625,1.8564
0.158823836,158.8238357,1.8531
0.159022211,159.0222105,1.9491
0.159232984,159.2329838,1.8642
0.159443757,159.443757,1.9293
0.15965453,159.6545303,2.0695
0.159852905,159.8529051,1.8534
0.160063678,160.0636783,1.8094
0.160274452,160.2744516,1.8721
0.160472826,160.4728264,1.8966
0.1606836,160.6835996,1.9743
0.160894373,160.8943729,2.0035
0.161092748,161.0927477,2.0063
0.161303521,161.3035209,1.8048
0.161514294,161.5142941,1.5707
0.161712669,161.712669,1.7228
0.161923442,161.9234422,1.8813
0.162134215,162.1342154,1.7872
0.16233259,162.3325903,1.7435
0.162543363,162.5433635,1.8746
0.162754137,162.7541367,2.2003
0.162952512,162.9525115,2.1573
0.163163285,163.1632848,1.9313
0.163374058,163.374058,2.0284
0.163572433,163.5724328,2.0736
0.163783206,163.7832061,2.0065
0.163993979,163.9939793,2.0121
0.164192354,164.1923541,2.0712
0.164403127,164.4031274,2.0498
0.164613901,164.6139006,1.932
0.164824674,164.8246739,2.0448
0.165023049,165.0230487,2.2393
0.165233822,165.2338219,1.8297
0.165444595,165.4445952,1.8627
0.16564297,165.64297,2.1701
0.165853743,165.8537432,2.1671
0.166064516,166.0645164,2.0269
0.166262891,166.2628913,1.8178
0.166473665,166.4736645,1.8486
0.166684438,166.6844377,1.9702
0.166882813,166.8828126,2.2222
0.167093586,167.0935858,2.2672
0.167304359,167.304359,2.3633
0.167502734,167.5027339,2.2255
0.167713507,167.7135071,2.2355
0.16792428,167.9242803,2.2483
0.168122655,168.1226551,2.2455
0.168333428,168.3334284,2.3269
0.168544202,168.5442016,2.2425
0.168742576,168.7425764,2.1323
0.16895335,168.9533497,1.9356
0.169164123,169.1641229,2.0107
0.169362498,169.3624977,2.3276
0.169573271,169.573271,2.4071
0.169784044,169.7840442,2.2078
0.169994817,169.9948175,2.1211
0.170193192,170.1931923,2.1223
0.170403966,170.4039655,2.156
0.170614739,170.6147388,2.223
0.170813114,170.8131136,2.4044
0.171023887,171.0238868,2.3538
0.17123466,171.23466,2.3951
0.171433035,171.4330349,2.0908
0.171643808,171.6438081,2.1069
0.171854581,171.8545813,2.2801
0.172052956,172.0529562,2.4256
0.172263729,172.2637294,2.6261
0.172474503,172.4745026,2.5135
0.172672877,172.6728775,2.267
0.172883651,172.8836507,2.3494
0.173094424,173.0944239,2.6037
0.173292799,173.2927987,2.6813
0.173503572,173.503572,2.7393
0.173714345,173.7143452,2.6332
0.17391272,173.91272,2.8498
0.174123493,174.1234933,2.7624
0.174334267,174.3342665,2.5227
0.174532641,174.5326413,2.4135
0.174743415,174.7434146,2.5112
0.174954188,174.9541878,2.7568
0.175152563,175.1525626,2.5346
0.175363336,175.3633359,2.5194
0.175574109,175.5741091,2.662
0.175784882,175.7848824,2.6379
0.175983257,175.9832572,3.0661
0.17619403,176.1940304,2.8823
0.176404804,176.4048036,2.8728
0.176603178,176.6031785,3.0815
0.176813952,176.8139517,3.1175
0.177024725,177.0247249,2.9585
0.1772231,177.2230998,3.0057
0.177433873,177.433873,3.1444
